LOC_ID                          CLUSTER             P_VALUE             GBL_PVALUE          CLU_OBS             CLU_EXP             CLU_ODE             LOC_OBS             LOC_EXP             LOC_ODE             LOC_X               LOC_Y               GINI_CLUST
2531                            1                   0.00300             0.0055              25                  8.22                3.04                n/a                 n/a                 n/a                 3.12517e+06         1.00788e+07         F 
2537                            1                   0.00300             0.0055              25                  8.22                3.04                n/a                 n/a                 n/a                 3.12517e+06         1.00788e+07         F 
2544                            1                   0.00300             0.0055              25                  8.22                3.04                n/a                 n/a                 n/a                 3.12517e+06         1.00788e+07         F 
2546                            1                   0.00300             0.0055              25                  8.22                3.04                n/a                 n/a                 n/a                 3.12517e+06         1.00788e+07         F 
2555                            1                   0.00300             0.0055              25                  8.22                3.04                0                   0                   0                   3.12296e+06         1.0077e+07          F 
3114                            1                   0.00300             0.0055              25                  8.22                3.04                0                   0                   0                   3.12263e+06         1.00686e+07         F 
3149                            1                   0.00300             0.0055              25                  8.22                3.04                0                   0                   0                   3.12248e+06         1.00687e+07         F 
3110                            1                   0.00300             0.0055              25                  8.22                3.04                0                   0                   0                   3.12255e+06         1.00686e+07         F 
3158                            1                   0.00300             0.0055              25                  8.22                3.04                1                   0.085               11.80               3.12225e+06         1.0069e+07          F 
1668                            1                   0.00300             0.0055              25                  8.22                3.04                0                   0                   0                   3.12328e+06         1.00676e+07         F 
1636                            1                   0.00300             0.0055              25                  8.22                3.04                0                   0                   0                   3.1243e+06          1.00667e+07         F 
783                             1                   0.00300             0.0055              25                  8.22                3.04                0                   0                   0                   3.13336e+06         1.00779e+07         F 
3332                            1                   0.00300             0.0055              25                  8.22                3.04                0                   0                   0                   3.13301e+06         1.0067e+07          F 
3154                            1                   0.00300             0.0055              25                  8.22                3.04                n/a                 n/a                 n/a                 3.12223e+06         1.00687e+07         F 
3155                            1                   0.00300             0.0055              25                  8.22                3.04                n/a                 n/a                 n/a                 3.12223e+06         1.00687e+07         F 
2554                            1                   0.00300             0.0055              25                  8.22                3.04                0                   0.085               0                   3.12202e+06         1.00762e+07         F 
2533                            1                   0.00300             0.0055              25                  8.22                3.04                0                   0                   0                   3.12267e+06         1.00772e+07         F 
3329                            1                   0.00300             0.0055              25                  8.22                3.04                n/a                 n/a                 n/a                 3.13303e+06         1.00669e+07         F 
