Incident_Number,X,Y,Time,Date,Hour,Day,DayN,Month,Year,Council_District,Neighbourhood_Name
20183021854,3127874.388,10124599.13,00:00.0,29/10/2018,2200,Monday,2,10,2018,7,GRACY WOODS
20183561546,3127807.386,10124461.13,55:00.0,22/12/2018,2155,Saturday,7,12,2018,7,GRACY WOODS
20153240149,3131669.325,10113519.11,01:00.0,20/11/2015,201,Friday,6,11,2015,7,GRACY WOODS
20151500403,3124639.328,10116189.09,00:00.0,30/05/2015,400,Saturday,7,5,2015,7,GRACY WOODS
2016490144,3127948.377,10123001.13,34:00.0,18/02/2016,334,Thursday,5,2,2016,7,GRACY WOODS
20162580102,3124779.333,10117075.09,20:00.0,14/09/2016,120,Wednesday,4,9,2016,7,GRACY WOODS
20162890439,3126109.352,10119738.11,52:00.0,15/10/2016,752,Saturday,7,10,2016,7,GRACY WOODS
20163260633,3133837.369,10119677.15,16:00.0,21/11/2016,1116,Monday,2,11,2016,7,GRACY WOODS
2017140385,3127944.434,10131890.16,01:00.0,14/01/2017,701,Saturday,7,1,2017,7,GRACY WOODS
2017220171,3133366.399,10124406.17,44:00.0,22/01/2017,144,Sunday,1,1,2017,7,GRACY WOODS
2017560173,3129418.385,10123604.14,11:00.0,25/02/2017,211,Saturday,7,2,2017,7,GRACY WOODS
2017790108,3129401.385,10123406.14,10:00.0,20/03/2017,110,Monday,2,3,2017,7,GRACY WOODS
20172650748,3125381.391,10126274.12,20:00.0,22/09/2017,1020,Friday,6,9,2017,7,GRACY WOODS
2018560284,3134042.349,10116650.14,00:00.0,25/02/2018,300,Sunday,1,2,2018,7,GRACY WOODS
2018570487,3124907.381,10124776.12,47:00.0,26/02/2018,947,Monday,2,2,2018,7,GRACY WOODS
2018880217,3127283.361,10120467.12,53:00.0,29/03/2018,453,Thursday,5,3,2018,7,GRACY WOODS
20182700503,3134042.349,10116650.14,45:00.0,27/09/2018,645,Thursday,5,9,2018,7,GRACY WOODS
2015520664,3124779.333,10117075.09,00:00.0,21/02/2015,0,Saturday,7,2,2015,7,GRACY WOODS
20152370046,3128857.382,10123222.14,00:00.0,25/08/2015,0,Tuesday,3,8,2015,7,GRACY WOODS
20161090728,3127167.37,10122075.12,01:00.0,17/04/2016,1,Sunday,1,4,2016,7,GRACY WOODS
2015630199,3131710.333,10114506.12,39:00.0,04/03/2015,439,Wednesday,4,3,2015,7,GRACY WOODS
20153110469,3127807.386,10124461.13,30:00.0,07/11/2015,730,Saturday,7,11,2015,7,GRACY WOODS
20156901259,3133366.399,10124406.17,20:00.0,12/12/2015,2120,Saturday,7,12,2015,7,GRACY WOODS
2016451357,3131516.325,10113736.11,30:00.0,12/02/2016,2030,Friday,6,2,2016,7,GRACY WOODS
2016641696,3131619.319,10112674.11,24:00.0,04/03/2016,2024,Friday,6,3,2016,7,GRACY WOODS
20162500281,3132676.42,10127742.18,45:00.0,06/09/2016,745,Tuesday,3,9,2016,7,GRACY WOODS
201771427,3128059.377,10122628.13,15:00.0,07/01/2017,2215,Saturday,7,1,2017,7,GRACY WOODS
2017110267,3127003.372,10122445.12,25:00.0,11/01/2017,525,Wednesday,4,1,2017,7,GRACY WOODS
20171310629,3131031.318,10112842.11,19:00.0,11/05/2017,919,Thursday,5,5,2017,7,GRACY WOODS
20171591319,3124639.328,10116189.09,25:00.0,08/06/2017,1725,Thursday,5,6,2017,7,GRACY WOODS
20172190641,3134500.404,10124879.18,59:00.0,04/08/2017,1059,Friday,6,8,2017,7,GRACY WOODS
20172231698,3128059.377,10122628.13,31:00.0,11/08/2017,2131,Friday,6,8,2017,7,GRACY WOODS
2018600559,3134228.402,10124158.17,30:00.0,01/03/2018,930,Thursday,5,3,2018,7,GRACY WOODS
20181221260,3134228.402,10124158.17,18:00.0,02/05/2018,1818,Wednesday,4,5,2018,7,GRACY WOODS
20181260857,3131031.318,10112842.11,56:00.0,06/05/2018,1256,Sunday,1,5,2018,7,GRACY WOODS
20181312059,3128003.392,10124951.14,54:00.0,11/05/2018,2354,Friday,6,5,2018,7,GRACY WOODS
20181520671,3134228.402,10124158.17,34:00.0,01/06/2018,1034,Friday,6,6,2018,7,GRACY WOODS
20182170713,3134095.381,10121504.16,00:00.0,05/08/2018,1000,Sunday,1,8,2018,7,GRACY WOODS
20182841605,3133632.389,10122506.16,59:00.0,11/10/2018,1759,Thursday,5,10,2018,7,GRACY WOODS
20155013122,3133799.43,10128954.19,12:00.0,30/03/2015,12,Monday,2,3,2015,,GRACY WOODS
20151721045,3121851.022,10058518.93,30:00.0,21/06/2015,1330,Sunday,1,6,2015,3,PLEASANT VALLEY
20155017899,3121150.023,10058004.94,31:00.0,25/04/2015,1731,Saturday,7,4,2015,3,PLEASANT VALLEY
20152981256,3121150.023,10058004.94,31:00.0,25/10/2015,1931,Sunday,1,10,2015,3,PLEASANT VALLEY
20153481840,3120811.024,10056199.94,42:00.0,14/12/2015,2342,Monday,2,12,2015,3,PLEASANT VALLEY
20153551102,3120118.026,10057099.94,15:00.0,21/12/2015,1315,Monday,2,12,2015,3,PLEASANT VALLEY
20152071650,3121150.023,10058004.94,40:00.0,26/07/2015,2140,Sunday,1,7,2015,3,PLEASANT VALLEY
20151130676,3125980.022,10057275.93,15:00.0,22/04/2015,1615,Wednesday,4,4,2015,3,PLEASANT VALLEY
2016230915,3121738.022,10058943.93,32:00.0,23/01/2016,2032,Saturday,7,1,2016,3,PLEASANT VALLEY
2016271989,3121414.024,10057268.94,00:00.0,27/01/2016,2300,Wednesday,4,1,2016,3,PLEASANT VALLEY
2016282111,3123224.02,10058964.93,55:00.0,28/01/2016,2255,Thursday,5,1,2016,3,PLEASANT VALLEY
2016282090,3121163.025,10056648.94,01:00.0,28/01/2016,2301,Thursday,5,1,2016,3,PLEASANT VALLEY
2016282095,3120811.024,10056199.94,00:00.0,28/01/2016,2300,Thursday,5,1,2016,3,PLEASANT VALLEY
2016461392,3119620.025,10056422.94,30:00.0,15/02/2016,1930,Monday,2,2,2016,3,PLEASANT VALLEY
2016811226,3121642.024,10056707.94,31:00.0,21/03/2016,1731,Monday,2,3,2016,3,PLEASANT VALLEY
20161071621,3123694.02,10058700.93,01:00.0,16/04/2016,2101,Saturday,7,4,2016,3,PLEASANT VALLEY
20161701440,3119886.025,10055965.94,09:00.0,18/06/2016,1909,Saturday,7,6,2016,3,PLEASANT VALLEY
20161701455,3120057.026,10055831.94,18:00.0,18/06/2016,1918,Saturday,7,6,2016,3,PLEASANT VALLEY
20162241040,3123892.02,10059505.93,40:00.0,18/07/2016,2140,Monday,2,7,2016,3,PLEASANT VALLEY
20162431213,3120910.022,10058553.93,09:00.0,30/08/2016,1709,Tuesday,3,8,2016,3,PLEASANT VALLEY
20162952076,3120612.023,10058132.94,07:00.0,21/10/2016,2307,Friday,6,10,2016,3,PLEASANT VALLEY
20162952077,3119875.026,10056799.94,18:00.0,21/10/2016,2318,Friday,6,10,2016,3,PLEASANT VALLEY
20163631456,3123694.02,10058700.93,22:00.0,28/12/2016,1922,Wednesday,4,12,2016,3,PLEASANT VALLEY
2017251646,3121642.024,10056707.94,00:00.0,25/01/2017,2200,Wednesday,4,1,2017,3,PLEASANT VALLEY
2017281402,3121150.023,10058004.94,50:00.0,28/01/2017,1950,Saturday,7,1,2017,3,PLEASANT VALLEY
2017301138,3121150.023,10058004.94,35:00.0,30/01/2017,1535,Monday,2,1,2017,3,PLEASANT VALLEY
20171131667,3119886.025,10055965.94,24:00.0,23/04/2017,2324,Sunday,1,4,2017,3,PLEASANT VALLEY
20171441122,3121093.025,10056684.94,00:00.0,23/05/2017,2000,Tuesday,3,5,2017,3,PLEASANT VALLEY
20171681711,3119886.025,10055965.94,00:00.0,17/06/2017,2200,Saturday,7,6,2017,3,PLEASANT VALLEY
20171801579,3123921.019,10059978.93,17:00.0,29/06/2017,1917,Thursday,5,6,2017,3,PLEASANT VALLEY
20172251483,3121150.023,10058004.94,50:00.0,13/08/2017,2150,Sunday,1,8,2017,3,PLEASANT VALLEY
20172731344,3121434.023,10057602.94,09:00.0,30/09/2017,1809,Saturday,7,9,2017,3,PLEASANT VALLEY
20172981591,3121689.023,10055200.94,00:00.0,25/10/2017,1900,Wednesday,4,10,2017,3,PLEASANT VALLEY
20173031195,3121434.023,10057602.94,14:00.0,30/10/2017,2214,Monday,2,10,2017,3,PLEASANT VALLEY
20173041033,3122355.022,10056510.94,05:00.0,31/10/2017,1605,Tuesday,3,10,2017,3,PLEASANT VALLEY
20173571022,3122226.022,10059262.93,24:00.0,23/12/2017,1824,Saturday,7,12,2017,3,PLEASANT VALLEY
20173641432,3122307.022,10060609.93,50:00.0,30/12/2017,2150,Saturday,7,12,2017,3,PLEASANT VALLEY
2018231446,3122307.022,10060609.93,02:00.0,23/01/2018,2102,Tuesday,3,1,2018,3,PLEASANT VALLEY
2018871652,3122185.023,10058141.93,30:00.0,28/03/2018,2130,Wednesday,4,3,2018,3,PLEASANT VALLEY
2018881614,3123921.019,10059978.93,40:00.0,29/03/2018,1940,Thursday,5,3,2018,3,PLEASANT VALLEY
20181181403,3121689.023,10055200.94,32:00.0,28/04/2018,2032,Saturday,7,4,2018,3,PLEASANT VALLEY
20182301790,3121431.026,10054600.94,10:00.0,18/08/2018,2310,Saturday,7,8,2018,3,PLEASANT VALLEY
20182371848,3121689.023,10055200.94,55:00.0,25/08/2018,2255,Saturday,7,8,2018,3,PLEASANT VALLEY
20182641329,3122849.021,10060644.93,17:00.0,21/09/2018,1717,Friday,6,9,2018,3,PLEASANT VALLEY
20182651120,3121364.022,10058222.93,43:00.0,22/09/2018,1543,Saturday,7,9,2018,3,PLEASANT VALLEY
20182880915,3121280.022,10058686.93,09:00.0,15/10/2018,1309,Monday,2,10,2018,3,PLEASANT VALLEY
20182901467,3123921.019,10059978.93,07:00.0,17/10/2018,2007,Wednesday,4,10,2018,3,PLEASANT VALLEY
20183001151,3121659.021,10058610.93,32:00.0,27/10/2018,1632,Saturday,7,10,2018,3,PLEASANT VALLEY
20183211119,3122303.021,10058895.93,58:00.0,17/11/2018,1558,Saturday,7,11,2018,3,PLEASANT VALLEY
20183281476,3121642.024,10056707.94,21:00.0,24/11/2018,2121,Saturday,7,11,2018,3,PLEASANT VALLEY
20183571352,3120612.023,10058132.94,48:00.0,23/12/2018,2148,Sunday,1,12,2018,3,PLEASANT VALLEY
20183641019,3122303.021,10058895.93,19:00.0,30/12/2018,1819,Sunday,1,12,2018,3,PLEASANT VALLEY
2015580781,3119886.025,10055965.94,15:00.0,27/02/2015,1215,Friday,6,2,2015,3,PLEASANT VALLEY
2015210771,3121659.021,10058610.93,12:00.0,21/01/2015,1212,Wednesday,4,1,2015,3,PLEASANT VALLEY
20183200829,3126228.019,10057234.93,11:00.0,16/11/2018,1211,Friday,6,11,2018,3,PLEASANT VALLEY
20151190612,3119886.025,10055965.94,40:00.0,29/04/2015,1040,Wednesday,4,4,2015,3,PLEASANT VALLEY
20152270096,3122226.022,10059262.93,43:00.0,15/08/2015,243,Saturday,7,8,2015,3,PLEASANT VALLEY
20152420564,3121434.023,10057602.94,58:00.0,30/08/2015,558,Sunday,1,8,2015,3,PLEASANT VALLEY
20152630417,3120811.024,10056199.94,32:00.0,20/09/2015,332,Sunday,1,9,2015,3,PLEASANT VALLEY
20153550657,3121434.023,10058360.93,31:00.0,21/12/2015,1131,Monday,2,12,2015,3,PLEASANT VALLEY
20151660217,3124830.021,10056684.93,46:00.0,15/06/2015,446,Monday,2,6,2015,3,PLEASANT VALLEY
20152280440,3122303.021,10058895.93,03:00.0,16/08/2015,503,Sunday,1,8,2015,3,PLEASANT VALLEY
20153180942,3120811.024,10056199.94,30:00.0,13/11/2015,1130,Friday,6,11,2015,3,PLEASANT VALLEY
20165002205,3122011.023,10058965.93,20:00.0,16/01/2016,320,Saturday,7,1,2016,3,PLEASANT VALLEY
2016450389,3121689.023,10055200.94,02:00.0,14/02/2016,402,Sunday,1,2,2016,3,PLEASANT VALLEY
2016770956,3123137.02,10058519.93,30:00.0,17/03/2016,230,Thursday,5,3,2016,3,PLEASANT VALLEY
2016780219,3123727.016,10063528.92,50:00.0,18/03/2016,150,Friday,6,3,2016,3,PLEASANT VALLEY
20161140148,3122303.021,10058895.93,25:00.0,23/04/2016,125,Saturday,7,4,2016,3,PLEASANT VALLEY
20161150218,3123519.017,10063094.92,45:00.0,24/04/2016,145,Sunday,1,4,2016,3,PLEASANT VALLEY
20161960398,3123921.019,10059978.93,00:00.0,14/07/2016,500,Thursday,5,7,2016,3,PLEASANT VALLEY
20162410541,3122226.022,10059262.93,24:00.0,28/08/2016,624,Sunday,1,8,2016,3,PLEASANT VALLEY
20162700681,3121434.023,10058360.93,45:00.0,26/09/2016,1145,Monday,2,9,2016,3,PLEASANT VALLEY
20163560125,3122185.023,10058141.93,41:00.0,21/12/2016,341,Wednesday,4,12,2016,3,PLEASANT VALLEY
20163611410,3122185.023,10058141.93,50:00.0,27/12/2016,250,Tuesday,3,12,2016,3,PLEASANT VALLEY
20163620278,3120811.024,10056199.94,00:00.0,27/12/2016,600,Tuesday,3,12,2016,3,PLEASANT VALLEY
20163630160,3120612.023,10058132.94,41:00.0,28/12/2016,241,Wednesday,4,12,2016,3,PLEASANT VALLEY
20171040510,3122849.021,10060644.93,00:00.0,14/04/2017,300,Friday,6,4,2017,3,PLEASANT VALLEY
20171150628,3121150.023,10058004.94,22:00.0,25/04/2017,822,Tuesday,3,4,2017,3,PLEASANT VALLEY
20172031383,3121689.023,10055200.94,00:00.0,22/07/2017,100,Saturday,7,7,2017,3,PLEASANT VALLEY
20172390411,3120612.023,10058132.94,16:00.0,27/08/2017,616,Sunday,1,8,2017,3,PLEASANT VALLEY
20173010657,3122307.022,10060609.93,32:00.0,28/10/2017,1132,Saturday,7,10,2017,3,PLEASANT VALLEY
20173510135,3124205.023,10057084.94,32:00.0,17/12/2017,132,Sunday,1,12,2017,3,PLEASANT VALLEY
20173530324,3123921.019,10059978.93,13:00.0,19/12/2017,813,Tuesday,3,12,2017,3,PLEASANT VALLEY
20173600111,3121453.023,10057274.94,42:00.0,26/12/2017,342,Tuesday,3,12,2017,3,PLEASANT VALLEY
2018730100,3120870.024,10057195.94,23:00.0,14/03/2018,123,Wednesday,4,3,2018,3,PLEASANT VALLEY
20181110355,3122303.021,10058895.93,40:00.0,21/04/2018,540,Saturday,7,4,2018,3,PLEASANT VALLEY
20181160183,3120612.023,10058132.94,45:00.0,26/04/2018,445,Thursday,5,4,2018,3,PLEASANT VALLEY
20181400373,3122185.023,10058141.93,00:00.0,20/05/2018,500,Sunday,1,5,2018,3,PLEASANT VALLEY
20181450117,3122303.021,10058895.93,47:00.0,25/05/2018,147,Friday,6,5,2018,3,PLEASANT VALLEY
20153520037,3120811.024,10056199.94,31:00.0,18/12/2015,31,Friday,6,12,2015,3,PLEASANT VALLEY
20161960075,3121150.023,10058004.94,46:00.0,14/07/2016,46,Thursday,5,7,2016,3,PLEASANT VALLEY
20163540014,3123694.02,10058700.93,01:00.0,19/12/2016,1,Monday,2,12,2016,3,PLEASANT VALLEY
2018470031,3123921.019,10059978.93,02:00.0,16/02/2018,2,Friday,6,2,2018,3,PLEASANT VALLEY
2015692017,3122226.022,10059262.93,30:00.0,10/03/2015,2330,Tuesday,3,3,2015,3,PLEASANT VALLEY
2015950064,3122303.021,10058895.93,20:00.0,05/04/2015,20,Sunday,1,4,2015,3,PLEASANT VALLEY
20151541481,3122226.022,10059262.93,00:00.0,01/06/2015,2300,Monday,2,6,2015,3,PLEASANT VALLEY
20152200811,3123812.022,10058959.93,10:00.0,08/08/2015,1110,Saturday,7,8,2015,3,PLEASANT VALLEY
20155045205,3120057.026,10055831.94,30:00.0,11/10/2015,2330,Sunday,1,10,2015,3,PLEASANT VALLEY
2015611315,3121434.023,10057602.94,18:00.0,02/03/2015,2018,Monday,2,3,2015,3,PLEASANT VALLEY
20151880606,3127601.018,10062108.92,01:00.0,07/07/2015,1,Tuesday,3,7,2015,3,PLEASANT VALLEY
20151911603,3123727.016,10063528.92,33:00.0,10/07/2015,1933,Friday,6,7,2015,3,PLEASANT VALLEY
20152220104,3122185.023,10058141.93,54:00.0,10/08/2015,154,Monday,2,8,2015,3,PLEASANT VALLEY
20152550421,3121196.022,10056858.94,51:00.0,12/09/2015,551,Saturday,7,9,2015,3,PLEASANT VALLEY
20153120070,3121150.023,10058004.94,41:00.0,08/11/2015,41,Sunday,1,11,2015,3,PLEASANT VALLEY
20153050764,3123921.019,10059978.93,31:00.0,01/11/2015,431,Sunday,1,11,2015,3,PLEASANT VALLEY
2016380354,3121196.022,10056858.94,42:00.0,07/02/2016,342,Sunday,1,2,2016,3,PLEASANT VALLEY
2016701798,3119886.025,10055965.94,40:00.0,10/03/2016,2340,Thursday,5,3,2016,3,PLEASANT VALLEY
20161251790,3121136.021,10058525.93,34:00.0,04/05/2016,2234,Wednesday,4,5,2016,3,PLEASANT VALLEY
20161261914,3125980.022,10057275.93,18:00.0,05/05/2016,2318,Thursday,5,5,2016,3,PLEASANT VALLEY
20161272174,3123727.016,10063528.92,45:00.0,06/05/2016,2345,Friday,6,5,2016,3,PLEASANT VALLEY
20161310173,3121094.024,10058430.93,50:00.0,10/05/2016,250,Tuesday,3,5,2016,3,PLEASANT VALLEY
20162161686,3121434.023,10057602.94,15:00.0,03/08/2016,2115,Wednesday,4,8,2016,3,PLEASANT VALLEY
20162851060,3121738.022,10058943.93,18:00.0,11/10/2016,1918,Tuesday,3,10,2016,3,PLEASANT VALLEY
20163461708,3121136.021,10058525.93,30:00.0,11/12/2016,2230,Sunday,1,12,2016,3,PLEASANT VALLEY
201750320,3122708.019,10061232.93,30:00.0,05/01/2017,630,Thursday,5,1,2017,3,PLEASANT VALLEY
201771284,3121738.022,10058943.93,53:00.0,07/01/2017,2053,Saturday,7,1,2017,3,PLEASANT VALLEY
2017331574,3120811.024,10056199.94,11:00.0,02/02/2017,1911,Thursday,5,2,2017,3,PLEASANT VALLEY
2017910203,3121528.024,10055849.94,10:00.0,01/04/2017,310,Saturday,7,4,2017,3,PLEASANT VALLEY
20171830839,3122185.023,10058141.93,43:00.0,02/07/2017,1243,Sunday,1,7,2017,3,PLEASANT VALLEY
20171901016,3123694.02,10058700.93,07:00.0,09/07/2017,2007,Sunday,1,7,2017,3,PLEASANT VALLEY
20171921844,3122303.021,10058895.93,29:00.0,11/07/2017,2229,Tuesday,3,7,2017,3,PLEASANT VALLEY
20172220844,3125980.022,10057275.93,56:00.0,10/08/2017,1256,Thursday,5,8,2017,3,PLEASANT VALLEY
20172490748,3122185.023,10058141.93,18:00.0,06/09/2017,1118,Wednesday,4,9,2017,3,PLEASANT VALLEY
20173131537,3121617.023,10057892.93,46:00.0,09/11/2017,2046,Thursday,5,11,2017,3,PLEASANT VALLEY
20173381723,3120811.024,10056199.94,22:00.0,04/12/2017,2222,Monday,2,12,2017,3,PLEASANT VALLEY
201811666,3122307.022,10060609.93,45:00.0,01/01/2018,1945,Monday,2,1,2018,3,PLEASANT VALLEY
2018710280,3120811.024,10056199.94,54:00.0,12/03/2018,654,Monday,2,3,2018,3,PLEASANT VALLEY
20181211683,3121682.023,10057941.94,05:00.0,01/05/2018,2205,Tuesday,3,5,2018,3,PLEASANT VALLEY
20181281313,3123892.02,10059505.93,00:00.0,08/05/2018,1100,Tuesday,3,5,2018,3,PLEASANT VALLEY
20181300156,3122185.023,10058141.93,22:00.0,10/05/2018,222,Thursday,5,5,2018,3,PLEASANT VALLEY
20181581863,3122303.021,10058895.93,57:00.0,07/06/2018,2257,Thursday,5,6,2018,3,PLEASANT VALLEY
20181590007,3122185.023,10058141.93,32:00.0,08/06/2018,232,Friday,6,6,2018,3,PLEASANT VALLEY
20181900172,3120612.023,10058132.94,06:00.0,09/07/2018,406,Monday,2,7,2018,3,PLEASANT VALLEY
20182810176,3121738.022,10058943.93,09:00.0,08/10/2018,409,Monday,2,10,2018,3,PLEASANT VALLEY
20183081170,3120811.024,10056199.94,10:00.0,04/11/2018,1510,Sunday,1,11,2018,3,PLEASANT VALLEY
20183101668,3121682.023,10057941.94,31:00.0,06/11/2018,2131,Tuesday,3,11,2018,3,PLEASANT VALLEY
20183371710,3121689.023,10055200.94,02:00.0,03/12/2018,2202,Monday,2,12,2018,3,PLEASANT VALLEY
20183410073,3123694.02,10058700.93,18:00.0,07/12/2018,118,Friday,6,12,2018,3,PLEASANT VALLEY
20152301922,3104053.046,10056983.98,29:00.0,18/08/2015,2229,Tuesday,3,8,2015,3,SOUTH LAMAR
2017801005,3104190.046,10057337.98,38:00.0,21/03/2017,1638,Tuesday,3,3,2017,3,SOUTH LAMAR
20182391005,3103669.047,10058130.98,32:00.0,27/08/2018,1332,Monday,2,8,2018,3,SOUTH LAMAR
20173280096,3103669.047,10058130.98,41:00.0,24/11/2017,141,Friday,6,11,2017,3,SOUTH LAMAR
20182730021,3103669.047,10058130.98,09:00.0,30/09/2018,9,Sunday,1,9,2018,3,SOUTH LAMAR
20152760370,3104432.046,10057669.98,43:00.0,03/10/2015,343,Saturday,7,10,2015,3,SOUTH LAMAR
20161260376,3104211.046,10056848.98,30:00.0,05/05/2016,430,Thursday,5,5,2016,3,SOUTH LAMAR
20171541578,3103669.047,10058130.98,00:00.0,03/06/2017,1600,Saturday,7,6,2017,3,SOUTH LAMAR
20181581565,3103669.047,10058130.98,18:00.0,07/06/2018,2118,Thursday,5,6,2018,3,SOUTH LAMAR
20151811902,3100380.054,10060015.98,43:00.0,30/06/2015,2243,Tuesday,3,6,2015,5,SOUTH LAMAR
2015271467,3101959.05,10060355.98,17:00.0,27/01/2015,1917,Tuesday,3,1,2015,5,SOUTH LAMAR
20163191638,3099558.058,10056869,09:00.0,14/11/2016,2109,Monday,2,11,2016,5,SOUTH LAMAR
20171041929,3102145.051,10060894.97,52:00.0,14/04/2017,2152,Friday,6,4,2017,5,SOUTH LAMAR
20171131761,3099588.058,10056853,25:00.0,23/04/2017,2325,Sunday,1,4,2017,5,SOUTH LAMAR
20173280622,3098877.059,10058091,04:00.0,24/11/2017,1304,Friday,6,11,2017,5,SOUTH LAMAR
2018191601,3103615.047,10057382.98,35:00.0,19/01/2018,2235,Friday,6,1,2018,5,SOUTH LAMAR
20152021336,3101686.053,10058908.98,00:00.0,18/06/2015,1200,Thursday,5,6,2015,5,SOUTH LAMAR
2017500798,3102948.051,10057434.98,29:00.0,19/02/2017,1229,Sunday,1,2,2017,5,SOUTH LAMAR
20163210105,3099789.057,10058334.99,33:00.0,16/11/2016,133,Wednesday,4,11,2016,5,SOUTH LAMAR
20163650427,3105958.04,10062908.96,00:00.0,30/12/2016,600,Friday,6,12,2016,5,SOUTH LAMAR
20171660241,3101615.051,10060734.98,40:00.0,15/06/2017,540,Thursday,5,6,2017,5,SOUTH LAMAR
20181090191,3103435.046,10062484.96,25:00.0,19/04/2018,325,Thursday,5,4,2018,5,SOUTH LAMAR
20172700033,3103435.046,10062484.96,11:00.0,27/09/2017,11,Wednesday,4,9,2017,5,SOUTH LAMAR
2015340696,3100415.056,10056482,40:00.0,03/02/2015,1240,Tuesday,3,2,2015,5,SOUTH LAMAR
2016361813,3104671.045,10060267.97,00:00.0,05/02/2016,1900,Friday,6,2,2016,5,SOUTH LAMAR
2016421905,3100616.056,10056995,21:00.0,11/02/2016,2121,Thursday,5,2,2016,5,SOUTH LAMAR
20161250740,3099944.056,10056669,13:00.0,04/05/2016,1213,Wednesday,4,5,2016,5,SOUTH LAMAR
20162551695,3100910.054,10057959.99,40:00.0,11/09/2016,2240,Sunday,1,9,2016,5,SOUTH LAMAR
20162821426,3098942.057,10057575,53:00.0,08/10/2016,1953,Saturday,7,10,2016,5,SOUTH LAMAR
2017960535,3099254.057,10058448.99,31:00.0,06/04/2017,931,Thursday,5,4,2017,5,SOUTH LAMAR
2018710351,3100448.054,10056466,00:00.0,10/03/2018,1900,Saturday,7,3,2018,5,SOUTH LAMAR
20183450104,3101646.054,10056409.99,40:00.0,11/12/2018,140,Tuesday,3,12,2018,5,SOUTH LAMAR
20152402032,3133400.139,10084473.99,06:00.0,28/08/2015,2206,Friday,6,8,2015,1,PECAN SPRINGS-SPRINGDALE
20151411348,3136941.148,10085769,00:00.0,20/05/2015,2200,Wednesday,4,5,2015,1,PECAN SPRINGS-SPRINGDALE
20151091466,3134960.137,10083963.99,44:00.0,19/04/2015,2044,Sunday,1,4,2015,1,PECAN SPRINGS-SPRINGDALE
2016781300,3133400.139,10084473.99,30:00.0,18/03/2016,1530,Friday,6,3,2016,1,PECAN SPRINGS-SPRINGDALE
2016901742,3135735.147,10085664,06:00.0,30/03/2016,2106,Wednesday,4,3,2016,1,PECAN SPRINGS-SPRINGDALE
20161481195,3133460.134,10083578.99,59:00.0,27/05/2016,1559,Friday,6,5,2016,1,PECAN SPRINGS-SPRINGDALE
20161801625,3137132.143,10085246,05:00.0,28/06/2016,2005,Tuesday,3,6,2016,1,PECAN SPRINGS-SPRINGDALE
20162290010,3133164.135,10083680.99,00:00.0,15/08/2016,2300,Monday,2,8,2016,1,PECAN SPRINGS-SPRINGDALE
20162431764,3135991.129,10083108.99,23:00.0,30/08/2016,2223,Tuesday,3,8,2016,1,PECAN SPRINGS-SPRINGDALE
20162591522,3136941.148,10085769,00:00.0,15/09/2016,1900,Thursday,5,9,2016,1,PECAN SPRINGS-SPRINGDALE
20162631279,3133400.139,10084473.99,30:00.0,19/09/2016,1630,Monday,2,9,2016,1,PECAN SPRINGS-SPRINGDALE
20162951312,3133840.125,10082327.99,43:00.0,21/10/2016,1643,Friday,6,10,2016,1,PECAN SPRINGS-SPRINGDALE
20163531583,3137137.146,10085506,45:00.0,18/12/2016,2245,Sunday,1,12,2016,1,PECAN SPRINGS-SPRINGDALE
2017191503,3134794.097,10078250.97,55:00.0,19/01/2017,1855,Thursday,5,1,2017,1,PECAN SPRINGS-SPRINGDALE
2017270922,3133643.142,10084690,42:00.0,27/01/2017,1442,Friday,6,1,2017,1,PECAN SPRINGS-SPRINGDALE
2017441413,3133643.142,10084690,28:00.0,13/02/2017,1828,Monday,2,2,2017,1,PECAN SPRINGS-SPRINGDALE
2018491234,3133922.143,10085031,58:00.0,18/02/2018,1858,Sunday,1,2,2018,1,PECAN SPRINGS-SPRINGDALE
20181071652,3133826.14,10084621,40:00.0,17/04/2018,2140,Tuesday,3,4,2018,1,PECAN SPRINGS-SPRINGDALE
20181410870,3136977.145,10085386,12:00.0,16/05/2018,2212,Wednesday,4,5,2018,1,PECAN SPRINGS-SPRINGDALE
2015560842,3133967.143,10084987.99,55:00.0,25/02/2015,1255,Wednesday,4,2,2015,1,PECAN SPRINGS-SPRINGDALE
20183180774,3135850.127,10082623.99,24:00.0,14/11/2018,1224,Wednesday,4,11,2018,1,PECAN SPRINGS-SPRINGDALE
2015780413,3133951.138,10084565,07:00.0,19/03/2015,707,Thursday,5,3,2015,1,PECAN SPRINGS-SPRINGDALE
2016530569,3133826.14,10084621,00:00.0,22/02/2016,400,Monday,2,2,2016,1,PECAN SPRINGS-SPRINGDALE
2016750278,3133400.139,10084473.99,38:00.0,15/03/2016,438,Tuesday,3,3,2016,1,PECAN SPRINGS-SPRINGDALE
20162370384,3133643.142,10084690,16:00.0,24/08/2016,1116,Wednesday,4,8,2016,1,PECAN SPRINGS-SPRINGDALE
20171640253,3132218.13,10082988.99,42:00.0,13/06/2017,542,Tuesday,3,6,2017,1,PECAN SPRINGS-SPRINGDALE
20151220794,3137137.146,10085506,53:00.0,02/05/2015,1153,Saturday,7,5,2015,1,PECAN SPRINGS-SPRINGDALE
20152550212,3134202.132,10083487.99,12:00.0,12/09/2015,212,Saturday,7,9,2015,1,PECAN SPRINGS-SPRINGDALE
