Incident_Number,X,Y,Time,Date,Hour,Day,DayN,Month,Year,Council_District,Neighbourhood_Name
20152171727,3133364.097,10077869.96,08:00.0,05/08/2015,2108,Wednesday,4,8,2015,1,PECAN SPRINGS-SPRINGDALE
20152170155,3133967.143,10084987.99,00:00.0,05/08/2015,200,Wednesday,4,8,2015,1,PECAN SPRINGS-SPRINGDALE
20151560896,3134404.146,10085591,26:00.0,05/06/2015,1226,Friday,6,6,2015,1,PECAN SPRINGS-SPRINGDALE
20152230191,3133960.142,10084943,45:00.0,11/08/2015,245,Tuesday,3,8,2015,1,PECAN SPRINGS-SPRINGDALE
20152550362,3134404.146,10085591,40:00.0,12/09/2015,340,Saturday,7,9,2015,1,PECAN SPRINGS-SPRINGDALE
20153431993,3134281.148,10085708,00:00.0,09/12/2015,1800,Wednesday,4,12,2015,1,PECAN SPRINGS-SPRINGDALE
2015910798,3133400.139,10084473.99,58:00.0,01/04/2015,1458,Wednesday,4,4,2015,1,PECAN SPRINGS-SPRINGDALE
20151830248,3133826.14,10084621,01:00.0,02/07/2015,401,Thursday,5,7,2015,1,PECAN SPRINGS-SPRINGDALE
20161591393,3133960.142,10084943,00:00.0,06/06/2016,1800,Monday,2,6,2016,1,PECAN SPRINGS-SPRINGDALE
20162221317,3136595.148,10085898,24:00.0,09/08/2016,1724,Tuesday,3,8,2016,1,PECAN SPRINGS-SPRINGDALE
20162821462,3136941.148,10085769,10:00.0,08/10/2016,2010,Saturday,7,10,2016,1,PECAN SPRINGS-SPRINGDALE
20163131511,3133400.139,10084473.99,28:00.0,08/11/2016,1828,Tuesday,3,11,2016,1,PECAN SPRINGS-SPRINGDALE
20163380961,3133450.137,10084476.99,02:00.0,03/12/2016,1502,Saturday,7,12,2016,1,PECAN SPRINGS-SPRINGDALE
20171861016,3133826.14,10084621,00:00.0,05/07/2017,500,Wednesday,4,7,2017,1,PECAN SPRINGS-SPRINGDALE
20173111762,3133400.139,10084473.99,04:00.0,07/11/2017,2304,Tuesday,3,11,2017,1,PECAN SPRINGS-SPRINGDALE
2018331626,3134404.146,10085591,24:00.0,02/02/2018,2124,Friday,6,2,2018,1,PECAN SPRINGS-SPRINGDALE
2018851201,3133197.136,10084114.99,00:00.0,01/05/2017,1700,Monday,2,5,2017,1,PECAN SPRINGS-SPRINGDALE
2018990080,3137137.146,10085506,31:00.0,09/04/2018,131,Monday,2,4,2018,1,PECAN SPRINGS-SPRINGDALE
20181880358,3132557.125,10082087.98,29:00.0,07/07/2018,429,Saturday,7,7,2018,1,PECAN SPRINGS-SPRINGDALE
20182230068,3133643.142,10084690,47:00.0,11/08/2018,47,Saturday,7,8,2018,1,PECAN SPRINGS-SPRINGDALE
20153521808,3082760.39,10128280.08,01:00.0,18/12/2015,2101,Friday,6,12,2015,6,FOUR POINTS
20153621197,3079162.36,10121316.09,41:00.0,28/12/2015,2241,Monday,2,12,2015,6,FOUR POINTS
20152253367,3079162.36,10121316.09,20:00.0,13/08/2015,2220,Thursday,5,8,2015,6,FOUR POINTS
2016751390,3081082.378,10125281.08,33:00.0,15/03/2016,1933,Tuesday,3,3,2016,6,FOUR POINTS
20172281569,3079272.355,10120164.08,00:00.0,16/08/2017,2200,Wednesday,4,8,2017,6,FOUR POINTS
2018900959,3079241.349,10118147.08,53:00.0,31/03/2018,1453,Saturday,7,3,2018,6,FOUR POINTS
20151160181,3078815.358,10120532.08,20:00.0,26/04/2015,120,Sunday,1,4,2015,6,FOUR POINTS
20161911250,3081082.378,10125281.08,55:00.0,09/07/2016,1755,Saturday,7,7,2016,6,FOUR POINTS
2016131686,3101816.414,10136452.06,22:00.0,13/01/2016,2122,Wednesday,4,1,2016,6,POND SPRINGS
2016581473,3096964.45,10143061.07,45:00.0,27/02/2016,1845,Saturday,7,2,2016,6,POND SPRINGS
2016801665,3103319.419,10137728.06,00:00.0,20/03/2016,2100,Sunday,1,3,2016,6,POND SPRINGS
2016901623,3098593.439,10141334.07,41:00.0,30/03/2016,2241,Wednesday,4,3,2016,6,POND SPRINGS
20161040985,3102910.399,10133703.05,15:00.0,13/04/2016,1415,Wednesday,4,4,2016,6,POND SPRINGS
20163590914,3102798.403,10134602.05,59:00.0,24/12/2016,1659,Saturday,7,12,2016,6,POND SPRINGS
20163601424,3103617.401,10134094.05,15:00.0,25/12/2016,2115,Sunday,1,12,2016,6,POND SPRINGS
20171400977,3099491.404,10134254.06,14:00.0,20/05/2017,1414,Saturday,7,5,2017,6,POND SPRINGS
20172291448,3096964.45,10143061.07,41:00.0,17/08/2017,2041,Thursday,5,8,2017,6,POND SPRINGS
20172601033,3096964.45,10143061.07,34:00.0,17/09/2017,1534,Sunday,1,9,2017,6,POND SPRINGS
20173280004,3106144.415,10137153.05,30:00.0,23/11/2017,2230,Thursday,5,11,2017,6,POND SPRINGS
20181671073,3106030.406,10135533.05,30:00.0,16/06/2018,1530,Saturday,7,6,2018,6,POND SPRINGS
20181691826,3100288.403,10133817.06,22:00.0,18/06/2018,2222,Monday,2,6,2018,6,POND SPRINGS
20182601431,3102798.403,10134602.05,08:00.0,17/09/2018,1808,Monday,2,9,2018,6,POND SPRINGS
20151190769,3096822.449,10142565.07,12:00.0,29/04/2015,1212,Wednesday,4,4,2015,6,POND SPRINGS
20173500715,3096095.448,10142423.07,59:00.0,16/12/2017,1259,Saturday,7,12,2017,6,POND SPRINGS
20151810207,3104839.387,10131343.04,43:00.0,30/06/2015,343,Tuesday,3,6,2015,6,POND SPRINGS
20161440117,3104302.4,10133919.05,03:00.0,23/05/2016,203,Monday,2,5,2016,6,POND SPRINGS
20161500395,3102414.394,10132353.05,57:00.0,29/05/2016,757,Sunday,1,5,2016,6,POND SPRINGS
20162350288,3102417.405,10134422.05,57:00.0,22/08/2016,557,Monday,2,8,2016,6,POND SPRINGS
20162380290,3101559.41,10135537.06,13:00.0,25/08/2016,613,Thursday,5,8,2016,6,POND SPRINGS
20163580232,3103115.398,10133370.05,21:00.0,23/12/2016,421,Friday,6,12,2016,6,POND SPRINGS
20172870293,3100972.4,10133521.06,22:00.0,14/10/2017,322,Saturday,7,10,2017,6,POND SPRINGS
20172940567,3106059.41,10136126.05,55:00.0,21/10/2017,855,Saturday,7,10,2017,6,POND SPRINGS
20181191729,3102886.418,10137246.06,44:00.0,30/04/2018,144,Monday,2,4,2018,6,POND SPRINGS
20183501746,3097149.433,10139458.07,26:00.0,17/12/2018,26,Monday,2,12,2018,6,POND SPRINGS
2015600364,3096964.45,10143061.07,25:00.0,01/03/2015,425,Sunday,1,3,2015,6,POND SPRINGS
20151280961,3096761.441,10140900.07,09:00.0,08/05/2015,1509,Friday,6,5,2015,6,POND SPRINGS
20153060210,3102605.4,10133534.05,15:00.0,02/11/2015,515,Monday,2,11,2015,6,POND SPRINGS
2015960886,3096957.436,10140416.07,31:00.0,06/04/2015,1331,Monday,2,4,2015,6,POND SPRINGS
2015381670,3096957.436,10140416.07,40:00.0,07/02/2015,2140,Saturday,7,2,2015,6,POND SPRINGS
201620622,3097638.433,10139456.07,34:00.0,02/01/2016,1234,Saturday,7,1,2016,6,POND SPRINGS
2017340862,3102417.405,10134422.05,53:00.0,03/02/2017,1353,Friday,6,2,2017,6,POND SPRINGS
20171230759,3100210.403,10133726.05,41:00.0,03/05/2017,1241,Wednesday,4,5,2017,6,POND SPRINGS
20171311566,3102173.411,10136022.05,35:00.0,11/05/2017,2035,Thursday,5,5,2017,6,POND SPRINGS
20171531791,3097948.432,10139483.07,02:00.0,02/06/2017,2102,Friday,6,6,2017,6,POND SPRINGS
20172770123,3107550.391,10132772.04,06:00.0,04/10/2017,206,Wednesday,4,10,2017,6,POND SPRINGS
20173351441,3100698.417,10137111.06,08:00.0,01/12/2017,2008,Friday,6,12,2017,6,POND SPRINGS
2018381351,3096964.45,10143061.07,51:00.0,07/02/2018,2051,Wednesday,4,2,2018,6,POND SPRINGS
2018431036,3099217.413,10135618.06,07:00.0,12/02/2018,1707,Monday,2,2,2018,6,POND SPRINGS
20181570303,3097638.433,10139456.07,07:00.0,06/06/2018,607,Wednesday,4,6,2018,6,POND SPRINGS
20182471530,3104072.393,10132367.05,30:00.0,04/09/2018,830,Tuesday,3,9,2018,6,POND SPRINGS
20182471728,3104839.387,10131343.04,41:00.0,04/09/2018,2141,Tuesday,3,9,2018,6,POND SPRINGS
20153241949,3111058.035,10053190.96,47:00.0,20/11/2015,2347,Friday,6,11,2015,3,ST. EDWARDS
20153251864,3111058.035,10053190.96,45:00.0,21/11/2015,2245,Saturday,7,11,2015,3,ST. EDWARDS
2016810889,3110502.035,10053039.96,50:00.0,21/03/2016,1350,Monday,2,3,2016,3,ST. EDWARDS
20161101265,3113372.03,10056250.95,23:00.0,19/04/2016,1723,Tuesday,3,4,2016,3,ST. EDWARDS
20162931704,3111724.031,10055162.95,31:00.0,19/10/2016,2031,Wednesday,4,10,2016,3,ST. EDWARDS
2018131158,3111058.035,10053190.96,06:00.0,13/01/2018,1906,Saturday,7,1,2018,3,ST. EDWARDS
2018511317,3110502.035,10053039.96,49:00.0,20/02/2018,1949,Tuesday,3,2,2018,3,ST. EDWARDS
20182890040,3111724.031,10055162.95,30:00.0,15/10/2018,2330,Monday,2,10,2018,3,ST. EDWARDS
2016800931,3109946.036,10053157.96,32:00.0,20/03/2016,1232,Sunday,1,3,2016,3,ST. EDWARDS
20172330763,3110502.035,10053039.96,09:00.0,21/08/2017,1209,Monday,2,8,2017,3,ST. EDWARDS
20152410490,3108635.04,10055020.97,53:00.0,29/08/2015,653,Saturday,7,8,2015,3,ST. EDWARDS
20152641928,3111058.035,10053190.96,09:00.0,22/09/2015,109,Tuesday,3,9,2015,3,ST. EDWARDS
2016760571,3111058.035,10053190.96,55:00.0,16/03/2016,955,Wednesday,4,3,2016,3,ST. EDWARDS
2016810073,3108637.039,10055325.96,18:00.0,21/03/2016,118,Monday,2,3,2016,3,ST. EDWARDS
20161380280,3111058.035,10053190.96,37:00.0,17/05/2016,637,Tuesday,3,5,2016,3,ST. EDWARDS
20163531598,3111058.035,10053190.96,25:00.0,18/12/2016,1025,Sunday,1,12,2016,3,ST. EDWARDS
20173470106,3111058.035,10053190.96,16:00.0,13/12/2017,216,Wednesday,4,12,2017,3,ST. EDWARDS
20181470547,3112777.032,10054087.95,38:00.0,27/05/2018,938,Sunday,1,5,2018,3,ST. EDWARDS
20183570223,3111058.035,10053190.96,40:00.0,23/12/2018,540,Sunday,1,12,2018,3,ST. EDWARDS
2015601113,3111058.035,10053190.96,58:00.0,01/03/2015,1758,Sunday,1,3,2015,3,ST. EDWARDS
20151290706,3111058.035,10053190.96,35:00.0,09/05/2015,1035,Saturday,7,5,2015,3,ST. EDWARDS
20151850719,3108635.04,10055020.97,24:00.0,04/07/2015,924,Saturday,7,7,2015,3,ST. EDWARDS
20153130614,3108439.038,10054359.97,00:00.0,09/11/2015,200,Monday,2,11,2015,3,ST. EDWARDS
201651729,3109656.038,10053308.97,00:00.0,05/01/2016,2100,Tuesday,3,1,2016,3,ST. EDWARDS
2016620622,3110367.036,10053577.96,22:00.0,02/03/2016,1022,Wednesday,4,3,2016,3,ST. EDWARDS
20161620774,3112777.032,10054087.95,01:00.0,10/06/2016,1101,Friday,6,6,2016,3,ST. EDWARDS
20163061645,3110489.032,10058252.95,14:00.0,01/11/2016,2014,Tuesday,3,11,2016,3,ST. EDWARDS
201751724,3111058.035,10053190.96,20:00.0,05/01/2017,1920,Thursday,5,1,2017,3,ST. EDWARDS
2017991043,3111058.035,10053190.96,00:00.0,09/04/2017,1600,Sunday,1,4,2017,3,ST. EDWARDS
20171271575,3110367.036,10053577.96,26:00.0,07/05/2017,2126,Sunday,1,5,2017,3,ST. EDWARDS
20171601083,3111724.031,10055162.95,36:00.0,09/06/2017,1436,Friday,6,6,2017,3,ST. EDWARDS
20171831838,3111058.035,10053190.96,53:00.0,02/07/2017,2253,Sunday,1,7,2017,3,ST. EDWARDS
20173391410,3111058.035,10053190.96,30:00.0,05/12/2017,1830,Tuesday,3,12,2017,3,ST. EDWARDS
2018681493,3111058.035,10053190.96,59:00.0,09/03/2018,1759,Friday,6,3,2018,3,ST. EDWARDS
20183111171,3110367.036,10053577.96,46:00.0,07/11/2018,1546,Wednesday,4,11,2018,3,ST. EDWARDS
20152062108,3113189.026,10059211.94,38:00.0,25/07/2015,2338,Saturday,7,7,2015,9,ST. EDWARDS
20151031023,3111219.031,10059866.94,41:00.0,13/04/2015,1441,Monday,2,4,2015,9,ST. EDWARDS
20172620603,3111174.03,10060016.94,29:00.0,19/09/2017,1029,Tuesday,3,9,2017,9,ST. EDWARDS
20173500827,3114962.027,10058318.94,00:00.0,16/12/2017,100,Saturday,7,12,2017,9,ST. EDWARDS
2015601428,3114109.029,10056763.94,49:00.0,01/03/2015,2349,Sunday,1,3,2015,9,ST. EDWARDS
2015700182,3113871.028,10056330.94,15:00.0,11/03/2015,215,Wednesday,4,3,2015,9,ST. EDWARDS
20153370501,3111219.031,10059866.94,30:00.0,03/12/2015,930,Thursday,5,12,2015,9,ST. EDWARDS
20171631933,3111651.029,10059561.94,49:00.0,12/06/2017,2249,Monday,2,6,2017,9,ST. EDWARDS
20182001458,3119637.083,10075453.95,40:00.0,19/07/2018,1840,Thursday,5,7,2018,1,UT
20172810317,3116898.075,10073854.94,00:00.0,08/10/2017,100,Sunday,1,10,2017,1,UT
2015311475,3124977.19,10093010.01,20:00.0,31/01/2015,2120,Saturday,7,1,2015,4,HIGHLAND
2015591427,3124697.185,10092752.01,20:00.0,28/02/2015,1920,Saturday,7,2,2015,4,HIGHLAND
20151501639,3122104.2,10095430.01,43:00.0,30/05/2015,1943,Saturday,7,5,2015,4,HIGHLAND
20161341413,3125439.22,10098292.03,46:00.0,13/05/2016,1746,Friday,6,5,2016,4,HIGHLAND
20162721072,3125570.221,10098472.03,05:00.0,28/09/2016,1305,Wednesday,4,9,2016,4,HIGHLAND
20172571862,3122268.183,10092219,33:00.0,14/09/2017,2233,Thursday,5,9,2017,4,HIGHLAND
20173470941,3120560.19,10094105,49:00.0,13/12/2017,1649,Wednesday,4,12,2017,4,HIGHLAND
20173600985,3122743.219,10098589.02,30:00.0,26/12/2017,1930,Tuesday,3,12,2017,4,HIGHLAND
2018131148,3122743.219,10098589.02,58:00.0,13/01/2018,1858,Saturday,7,1,2018,4,HIGHLAND
2018131231,3122317.189,10093508,58:00.0,13/01/2018,1958,Saturday,7,1,2018,4,HIGHLAND
2018510857,3125257.217,10097933.03,20:00.0,20/02/2018,1420,Tuesday,3,2,2018,4,HIGHLAND
20155012213,3124714.204,10095496.01,00:00.0,21/02/2015,100,Saturday,7,2,2015,4,HIGHLAND
20151120223,3122743.219,10098589.02,40:00.0,22/04/2015,540,Wednesday,4,4,2015,4,HIGHLAND
20151150407,3123981.192,10093610.01,58:00.0,25/04/2015,458,Saturday,7,4,2015,4,HIGHLAND
2016170295,3123501.193,10094257.01,06:00.0,17/01/2016,306,Sunday,1,1,2016,4,HIGHLAND
2016740187,3122177.201,10095625.01,30:00.0,14/03/2016,130,Monday,2,3,2016,4,HIGHLAND
2016861035,3121520.197,10094634.01,30:00.0,26/03/2016,1030,Saturday,7,3,2016,4,HIGHLAND
20182290352,3122410.189,10093230,12:00.0,17/08/2018,712,Friday,6,8,2018,4,HIGHLAND
20182420382,3122573.213,10097406.02,35:00.0,30/08/2018,735,Thursday,5,8,2018,4,HIGHLAND
2016890080,3125429.216,10097192.02,25:00.0,29/03/2016,25,Tuesday,3,3,2016,4,HIGHLAND
201520852,3124691.204,10095627.02,57:00.0,02/01/2015,1357,Friday,6,1,2015,4,HIGHLAND
20153051478,3122410.189,10093230,00:00.0,01/11/2015,1600,Sunday,1,11,2015,4,HIGHLAND
20153151417,3124473.204,10095420.02,38:00.0,11/11/2015,1838,Wednesday,4,11,2015,4,HIGHLAND
20151840440,3124977.19,10093010.01,00:00.0,03/07/2015,800,Friday,6,7,2015,4,HIGHLAND
201620110,3122841.206,10096509.01,05:00.0,02/01/2016,105,Saturday,7,1,2016,4,HIGHLAND
201620045,3123428.205,10095918.01,26:00.0,02/01/2016,26,Saturday,7,1,2016,4,HIGHLAND
20161550909,3123917.188,10093035.01,43:00.0,03/06/2016,1543,Friday,6,6,2016,4,HIGHLAND
20171541593,3124697.185,10092752.01,36:00.0,03/06/2017,2036,Saturday,7,6,2017,4,HIGHLAND
20171821384,3123573.208,10096260.02,25:00.0,01/07/2017,1925,Saturday,7,7,2017,4,HIGHLAND
2018400363,3122410.187,10093325,55:00.0,09/02/2018,755,Friday,6,2,2018,4,HIGHLAND
2018970688,3121673.204,10096224.01,26:00.0,07/04/2018,1226,Saturday,7,4,2018,4,HIGHLAND
20181061171,3120448.191,10093967,50:00.0,11/04/2018,1650,Wednesday,4,4,2018,4,HIGHLAND
20181210922,3123917.188,10093035.01,40:00.0,01/05/2018,1440,Tuesday,3,5,2018,4,HIGHLAND
20181230140,3123917.188,10093035.01,20:00.0,03/05/2018,220,Thursday,5,5,2018,4,HIGHLAND
20182210906,3123483.209,10096925.02,12:00.0,09/08/2018,1412,Thursday,5,8,2018,4,HIGHLAND
20182511738,3120113.191,10093882,44:00.0,08/09/2018,2244,Saturday,7,9,2018,4,HIGHLAND
20151671848,3112760.054,10069765.94,48:00.0,16/06/2015,2248,Tuesday,3,6,2015,9,DOWNTOWN
2015141422,3114306.059,10070750.94,29:00.0,14/01/2015,1929,Wednesday,4,1,2015,9,DOWNTOWN
20151091476,3111411.065,10071710.94,52:00.0,19/04/2015,1952,Sunday,1,4,2015,9,DOWNTOWN
20151780041,3116157.027,10065200.93,00:00.0,26/06/2015,2300,Friday,6,6,2015,9,DOWNTOWN
2015240822,3115837.056,10070416.94,17:00.0,24/01/2015,1417,Saturday,7,1,2015,9,DOWNTOWN
2015571083,3115744.055,10070357.94,55:00.0,26/02/2015,1555,Thursday,5,2,2015,9,DOWNTOWN
2015781744,3115948.058,10070756.94,17:00.0,19/03/2015,1917,Thursday,5,3,2015,9,DOWNTOWN
2015830483,3115338.057,10070248.94,20:00.0,23/03/2015,1820,Monday,2,3,2015,9,DOWNTOWN
20151810733,3115948.058,10070756.94,59:00.0,30/06/2015,1359,Tuesday,3,6,2015,9,DOWNTOWN
20151951189,3110737.068,10071578.94,30:00.0,14/07/2015,1530,Tuesday,3,7,2015,9,DOWNTOWN
20151972021,3115948.058,10070756.94,37:00.0,16/07/2015,2337,Thursday,5,7,2015,9,DOWNTOWN
20152361071,3115217.053,10069743.94,13:00.0,24/08/2015,1413,Monday,2,8,2015,9,DOWNTOWN
20152721698,3115355.059,10070558.94,20:00.0,29/09/2015,2020,Tuesday,3,9,2015,9,DOWNTOWN
20153040768,3115948.058,10070756.94,30:00.0,30/10/2015,1830,Friday,6,10,2015,9,DOWNTOWN
20153511613,3113534.052,10069210.93,30:00.0,17/12/2015,1930,Thursday,5,12,2015,9,DOWNTOWN
2015840954,3116430.057,10070562.94,00:00.0,14/03/2015,2300,Saturday,7,3,2015,9,DOWNTOWN
20152701019,3115837.056,10070416.94,59:00.0,27/09/2015,1459,Sunday,1,9,2015,9,DOWNTOWN
2016181413,3111341.073,10073096.94,30:00.0,18/01/2016,1930,Monday,2,1,2016,9,DOWNTOWN
2016561461,3115384.056,10070514.94,36:00.0,25/02/2016,1836,Thursday,5,2,2016,9,DOWNTOWN
2016781558,3116300.058,10070890.94,30:00.0,18/03/2016,1530,Friday,6,3,2016,9,DOWNTOWN
2016891837,3114156.054,10070081.94,41:00.0,29/03/2016,2341,Tuesday,3,3,2016,9,DOWNTOWN
2016900830,3112119.062,10071478.94,20:00.0,30/03/2016,1320,Wednesday,4,3,2016,9,DOWNTOWN
20161071103,3115512.057,10070797.94,58:00.0,16/04/2016,1558,Saturday,7,4,2016,9,DOWNTOWN
20161161825,3115948.058,10070756.94,03:00.0,25/04/2016,2303,Monday,2,4,2016,9,DOWNTOWN
20161350941,3115882.059,10070832.94,26:00.0,14/05/2016,1326,Saturday,7,5,2016,9,DOWNTOWN
20161481390,3115758.055,10070317.94,20:00.0,27/05/2016,1720,Friday,6,5,2016,9,DOWNTOWN
20161491277,3114738.058,10070621.94,40:00.0,28/05/2016,1740,Saturday,7,5,2016,9,DOWNTOWN
20161650878,3114477.061,10071460.94,25:00.0,13/06/2016,1325,Monday,2,6,2016,9,DOWNTOWN
20162671393,3111341.073,10073096.94,09:00.0,23/09/2016,1909,Friday,6,9,2016,9,DOWNTOWN
20162871834,3115217.053,10069743.94,21:00.0,13/10/2016,2321,Thursday,5,10,2016,9,DOWNTOWN
20162901427,3117054.06,10071176.94,08:00.0,16/10/2016,2008,Sunday,1,10,2016,9,DOWNTOWN
20163291076,3115102.058,10070429.94,38:00.0,24/11/2016,1938,Thursday,5,11,2016,9,DOWNTOWN
20163490864,3110737.068,10071578.94,32:00.0,14/12/2016,1332,Wednesday,4,12,2016,9,DOWNTOWN
20163531451,3115400.056,10070455.94,45:00.0,18/12/2016,2245,Sunday,1,12,2016,9,DOWNTOWN
20163601600,3113963.053,10069751.93,22:00.0,25/12/2016,2322,Sunday,1,12,2016,9,DOWNTOWN
2017251644,3111570.071,10072750.94,00:00.0,25/01/2017,2100,Wednesday,4,1,2017,9,DOWNTOWN
2017251186,3115680.056,10070243.94,53:00.0,25/01/2017,1553,Wednesday,4,1,2017,9,DOWNTOWN
2017752250,3116881.056,10070624.94,55:00.0,16/03/2017,2355,Thursday,5,3,2017,9,DOWNTOWN
2017891331,3115385.064,10071542.94,00:00.0,30/03/2017,1700,Thursday,5,3,2017,9,DOWNTOWN
20171071267,3112936.06,10070804.94,49:00.0,17/04/2017,1749,Monday,2,4,2017,9,DOWNTOWN
20171391846,3115858.056,10070410.94,32:00.0,19/05/2017,2132,Friday,6,5,2017,9,DOWNTOWN
20171451227,3115151.059,10070601.94,18:00.0,25/05/2017,1618,Thursday,5,5,2017,9,DOWNTOWN
20172390011,3115948.058,10070756.94,30:00.0,26/08/2017,1930,Saturday,7,8,2017,9,DOWNTOWN
20172681749,3116316.061,10071194.94,41:00.0,26/09/2017,1741,Tuesday,3,9,2017,9,DOWNTOWN
20173210893,3110737.068,10071578.94,41:00.0,17/11/2017,1441,Friday,6,11,2017,9,DOWNTOWN
20173311343,3115412.056,10070413.94,10:00.0,27/11/2017,2010,Monday,2,11,2017,9,DOWNTOWN
20173640732,3116228.057,10070728.94,30:00.0,28/12/2017,1330,Thursday,5,12,2017,9,DOWNTOWN
20181061364,3115840.056,10070694.94,48:00.0,16/04/2018,1848,Monday,2,4,2018,9,DOWNTOWN
20182031062,3115288.056,10070577.94,52:00.0,22/07/2018,1552,Sunday,1,7,2018,9,DOWNTOWN
20182411573,3115139.066,10071993.94,33:00.0,29/08/2018,1933,Wednesday,4,8,2018,9,DOWNTOWN
20182432127,3115666.06,10071108.94,50:00.0,31/08/2018,2350,Friday,6,8,2018,9,DOWNTOWN
20182561506,3110737.068,10071578.94,36:00.0,13/09/2018,1936,Thursday,5,9,2018,9,DOWNTOWN
20183350365,3116000.06,10071010.94,00:00.0,30/11/2018,2300,Friday,6,11,2018,9,DOWNTOWN
20183480888,3115252.042,10067842.93,37:00.0,14/12/2018,1337,Friday,6,12,2018,9,DOWNTOWN
20183500154,3116758.056,10070294.94,00:00.0,15/12/2018,2000,Saturday,7,12,2018,9,DOWNTOWN
20183510998,3114420.057,10070366.94,30:00.0,14/12/2018,2230,Friday,6,12,2018,9,DOWNTOWN
20183511086,3114768.057,10070531.94,48:00.0,17/12/2018,1548,Monday,2,12,2018,9,DOWNTOWN
20183521091,3113269.06,10070960.94,11:00.0,18/12/2018,1611,Tuesday,3,12,2018,9,DOWNTOWN
20183571286,3113405.065,10071750.94,15:00.0,23/12/2018,2015,Sunday,1,12,2018,9,DOWNTOWN
20161420767,3115700.053,10069986.94,44:00.0,21/05/2016,1244,Saturday,7,5,2016,9,DOWNTOWN
2017800673,3116758.056,10070294.94,58:00.0,21/03/2017,1258,Tuesday,3,3,2017,9,DOWNTOWN
20172580868,3116758.056,10070294.94,43:00.0,15/09/2017,1243,Friday,6,9,2017,9,DOWNTOWN
20172890759,3116609.058,10070578.94,14:00.0,16/10/2017,1214,Monday,2,10,2017,9,DOWNTOWN
20152000347,3115151.059,10070601.94,18:00.0,19/07/2015,318,Sunday,1,7,2015,9,DOWNTOWN
20153310318,3114903.044,10068356.93,11:00.0,27/11/2015,811,Friday,6,11,2015,9,DOWNTOWN
2015180285,3114587.056,10070375.94,43:00.0,18/01/2015,243,Sunday,1,1,2015,9,DOWNTOWN
2015200189,3114356.058,10070761.94,50:00.0,20/01/2015,550,Tuesday,3,1,2015,9,DOWNTOWN
2015870236,3116283.056,10070600.94,05:00.0,28/03/2015,205,Saturday,7,3,2015,9,DOWNTOWN
20151430236,3116178.051,10069842.93,10:00.0,23/05/2015,210,Saturday,7,5,2015,9,DOWNTOWN
20151990398,3115495.033,10066274.93,00:00.0,18/07/2015,100,Saturday,7,7,2015,9,DOWNTOWN
2015450322,3115400.056,10070455.94,09:00.0,14/02/2015,309,Saturday,7,2,2015,9,DOWNTOWN
2015490199,3115777.061,10071322.94,16:00.0,18/02/2015,616,Wednesday,4,2,2015,9,DOWNTOWN
2015530346,3115944.063,10071594.94,22:00.0,22/02/2015,322,Sunday,1,2,2015,9,DOWNTOWN
2015590236,3116432.055,10070112.94,31:00.0,28/02/2015,231,Saturday,7,2,2015,9,DOWNTOWN
2015761242,3116192.061,10071617.94,00:00.0,17/03/2015,300,Tuesday,3,3,2015,9,DOWNTOWN
2015800286,3116432.055,10070112.94,58:00.0,21/03/2015,258,Saturday,7,3,2015,9,DOWNTOWN
2015810284,3116996.056,10070689.94,55:00.0,22/03/2015,155,Sunday,1,3,2015,9,DOWNTOWN
20151110145,3116204.056,10070553.94,30:00.0,20/04/2015,1030,Monday,2,4,2015,9,DOWNTOWN
20151350168,3115151.059,10070601.94,03:00.0,15/05/2015,203,Friday,6,5,2015,9,DOWNTOWN
20151370401,3115412.056,10070413.94,30:00.0,17/05/2015,230,Sunday,1,5,2015,9,DOWNTOWN
20151430358,3115488.056,10070518.94,10:00.0,23/05/2015,310,Saturday,7,5,2015,9,DOWNTOWN
20151510933,3115994.053,10069909.93,00:00.0,31/05/2015,200,Sunday,1,5,2015,9,DOWNTOWN
20151690120,3114900.062,10071334.94,20:00.0,18/06/2015,120,Thursday,5,6,2015,9,DOWNTOWN
20151810185,3113080.057,10070021.94,22:00.0,30/06/2015,322,Tuesday,3,6,2015,9,DOWNTOWN
20151811107,3112509.063,10071318.94,00:00.0,23/06/2015,100,Tuesday,3,6,2015,9,DOWNTOWN
20152270257,3116082.054,10070254.94,28:00.0,15/08/2015,228,Saturday,7,8,2015,9,DOWNTOWN
20152700382,3114509.046,10068665.93,46:00.0,27/09/2015,346,Sunday,1,9,2015,9,DOWNTOWN
20152910299,3115512.057,10070797.94,19:00.0,18/10/2015,219,Sunday,1,10,2015,9,DOWNTOWN
20153530483,3115854.058,10070653.94,30:00.0,19/12/2015,830,Saturday,7,12,2015,9,DOWNTOWN
20153550256,3116300.058,10070890.94,20:00.0,21/12/2015,420,Monday,2,12,2015,9,DOWNTOWN
2015480140,3114717.062,10071676.94,10:00.0,17/02/2015,510,Tuesday,3,2,2015,9,DOWNTOWN
20151451035,3115298.055,10070111.94,00:00.0,25/05/2015,100,Monday,2,5,2015,9,DOWNTOWN
20151710300,3113937.079,10074529.94,40:00.0,20/06/2015,240,Saturday,7,6,2015,9,DOWNTOWN
20151970165,3116095.055,10070213.94,25:00.0,16/07/2015,225,Thursday,5,7,2015,9,DOWNTOWN
20152420198,3114819.058,10070666.94,34:00.0,30/08/2015,134,Sunday,1,8,2015,9,DOWNTOWN
